titre,auteur,isbn,domaine,description,image_url,url_detail
Pharmacologie médicale,Michael J. Neal,978-2-8041-0611-0,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1457
TELEINFORMATIQUE. TOME3 ADMINISTRATION ET SECURITE DES RESEAUX ET DES SYSTEMES,BEUCHOT Gérard,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1429
ARCHITETURES EY COMMUNICATIONS DANS LES RESEAUX SPONTANES SANS FIL,Guillaume CHELIUS,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1428
"CLOUD COMPUTING. Securité, gouvernance du SI hybride et panorama du marchéé",Guillaume Plouin,978-2-10-074511-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1425
COMPUTER  SCIENCE DISTILLED,WLADSTON FERREIRA FILHO,978-0-9973160-1-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1388
Software architecture for developers,Simon Brown,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1387
"Software Development,  Design and Coding",John F. Dooley,978-1-4842-3153-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1385
UML FOR THE IT BUSINESS ANALYST,Howard Podeswa,1-43545-530-4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1384
Software Development  From A to Z,Olga Filipova & Rui Vilão,978-1-4842-3945-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1383
Data Structures and Algorithms Made easy,Narasimha Karumanchi,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1382
Design patterns,Dive Into,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1381
Head First Design Patterns,Eric Freeman &  Elisabeth Robson,978-1-492-07800-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1380
Software Engineering  with UML,Bhuvan Unhelkar,978-1-138-29743-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1379
Design responsive et responsable,Scott Jehl,978-2•212·14214-3,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1377
Architectures Logicielles et Matérielles,"Paul Amblard, Jean-Claude Fernandez, Fabienne Lagnier, Florence Maraninchi, Pascal Sicard et Philippe Waille",-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1376
"ARCHITECTURE LOGICIELLE. Concevoir des applications simples, sûres et adaptables",Jacques Printz,2 10 049910 6,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1375
Ergonomie du logiciel et design web,Jean-François Nogier,978-2-10-053749-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1374
Méthodes de design UX,Carine Lallemand & Guillaume Gronier,978-2-212-14143-6,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1373
UML en action. De l'analyse des besoins à la conception en Java,Pascal Roques et Franck Vallée,2-212-09127-3,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1372
UML2 et MDE,Franck Barbier,2 10 049526 7,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1371
UML2. Modéliser une application Web,Pascal Roques,978-2-212-12389-0,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1370
Les crises du capitalisme,Karl Marx,978-2-35457-031-6,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1358
Mini manuel Architecture de l'ordinateur  Cours + exos corrigés,Jacques Jorda & Abdelaziz M'zoughi,978-2-10-057763-7,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1300
Concevoir son microprocesseur,Jean-Christophe Buisson,9782729829964,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1299
Acheter  des services informatiques,Pierre Jourdan,978-2-212-86005-4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1298
"GUIDE DES CERTIFICATIONS SI. Comparatif, analyse et tendances ITIL, CobiT, ISO 27001, eSCM...","Martine Otter, Jacqueline Sidi et Laurent Hanaud",978-2-10-054182-9,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1297
Manager un projet informatique,Olivier ENGLENDER | Sophie FERNANDES,978-2-212-54595-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1295
TECHNOLOGIE DES ORDINATEURS ET DES RÉSEAUX,Pierre-Alain Goupille,978-2-10-053944-4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1288
Les services agiles et la gouvernance des SI,Thierry Chamfrault & Claude Durand,9782100571062,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1287
10 clés pour la sécurité de l'information,Claude Pinet,978-2-12-465381-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1286
Maîtrise d'ouvrage des projets informatiques,Joseph Gabay,9782100568536,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1285
Le développement de systèmes d'information,"Suzanne Rivard, Jean TALBOT",2-7605-1137-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1283
Moderniser son système d’information,SABINE BOHNKÉ,978-2-212-12764-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1282
Mesurer la performance du système d’information,"David Autissier, Valérie Delaye",978-2-212-54116-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1281
SYSTÈMES D’INFORMATION DE GESTION,Paige Baltzan | Cameron Wels,978-2-7651-0744-6,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1280
Online Maps with APIs and WebServices,Michael P. Peterson,978-3-642-27485-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1238
SOA und WebServices,"Patrick Finger, Klaus Zeppenfeld",978-3-540-76991-0,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1237
Webservices,"Hrushikesha Mohanty, Prasant Kumar Pattnaik",978-981-13-3224-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1236
Conception  d’algorithmes,"Patrick Bosc - Marc Guyomard,  Laurent Miclet",978-2-212-67728-7,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1182
Créer son premier thème wordPress  pour mobile,Thibaut Baillet,978-2-212-13441-4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1165
Sites Web avec WordPress,Simon Kern,978-2-10-071543-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1164
HTML5 Une référence pour le développeur web,Rodolphe Rimelé,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1163
SQL Practice Problems,Sylvia Moestl Vasilik,978-1540422651,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1119
"SQL pour Oracle. Applications avec Java, PHP et XML",Christian Soutou,978-2-212-12299-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1118
SQL pour Oracle,Christian Soutou,978-2 -212-14156-6,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1117
SQL pour les Nul,Allen G. Taylor,978-2-412-02377-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1116
Programmer avec MySQL. SQL - Transactions - PHP Java - Optimisations,Christian Soutou,978-2-212-14302-7,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1095
Les Réseaux sociaux pour les nuls,Yasmina Salmandjee-Lecomte et Paul Durand Degranges,9782412025314,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1086
WiFi Hacking for Beginners,James Wells,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1070
Special edition using MS-DOS 6.22,Jim Cooper,0-7897-2573-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1061
Chatbots for learning: A review of educational chatbots for the Facebook Messenger,"Smutny Pavel, Schreiberova Petra",,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=986
Les guerres de l'information à l'ère numérique,Céline Marangé et Maud Quessard,978-2-13-082244-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=922
Cybersécurité cyberdéfense,Yann Salamon,9782340-044937,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=921
Les bases du hacking,Patrick Engebretson,978-2-7440-5723-6,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=920
Hacking pour les nuls,Kevin Beaver,978-2-412-03959-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=919
Cybersécurité. Sécurisation des systèmes informatiques,"Charles J. Brooks, Christopher Grow, Philip Craig, Donald Short",-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=918
Des spondylarthropathies aux spondyloarthrites : vers une nouvelle dénomination pour un diagnostic précoce et de nouvelles indications thérapeutiques ?,"Toussirot, É.",,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=899
LE DROIT AU DÉVELOPPEMENT EN TANT QUE  DROIT DE L’HOMME : PORTÉE ET LIMITES,Azzouz Kerdoun,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=870
Oracle,-,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=744
NEAL KINSEY’S HANDS-ON AGRONOMY,Neal Kinsey & Charles Walters,978-1-60173-040-4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=741
"Mobiliers de laboratoires en sciences, ers de laboratoires en sciences, informatique e informatique et technologie.",-,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=695
MAÎTRISE  D’ŒUVRE. DES PROJETS INFORMATIQUES,Armel Durand,2 10 048511 3,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=682
"INF4 Mise en place d’un reseau de transmission d’images pour les examens tomodensitometriques en utilisant le reseau informatique administratif de l’hopital G. Grant B. De concepcion, (projet piitac 2e phase)","Opazo Verdugo, J.A., Fuentes, P., Letelier, C., Moya, E., Fuenzalida, J., Schwaner, J., Einersen, M., Dote, E., Rivera, R., Medina, C.",,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=633
L'herméneutique juridique entre hermétisme et dogmatisme. Le jeu de l'interprétation en droit,François Ost,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=590
Génie Électrique,Jean SANCERRE,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=566
"Encyclopedia of  Information Science  and Technology, Fourth  Edition",Mehdi Khosrow-Pour,N 9781522522553,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=526
Architecture et technologie des ordinateurs,-,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=515
"Trends in Computer Science, Engineering and Information Technology","Dhinaharan Nagamalai, Eric Renault, Murugan Dhanuskodi",978-3-642-24042-3,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=505
FUNDAMENTALS OF COMPUTER ORGANIZATION AND ARCHITECTUR,"Mostafa Abd-El-Barr, Hesham El-Rewini",ISBN 0-471-46740-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=471
"Computer Systems. Digital Design, Fundamentals of Computer Architecture and Assembly Language",Ata Elahi,978-3-319-66775-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=470
"THEORY OF COMPUTER SCIENCE. Automata, Languages and Computation","K.l.P. MISHRA, N. CHANDRASEKARAN",-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=468
Algorithmique Techniques fondamentales de programmation (exemples en PHP),Sébastien ROHAUT,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=382
et MySQL PHP 5 et  SYSQL,Damien Seguy Philippe Gamache,978-2-212-12114-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=373
droit sante et assurance maladie,-,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=298
Open Source  Intelligence  Methods and  Tools A Practical Guide to Online Intelligence,Nihad A. Hassan Rami Hijazi,978-1-4842-3213-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=296
Génie logiciel pour le génie linguiciel Mathieu Lafourcade,Mathieu Lafourcade,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=258
Projet Professionnel pour l’obtention du  diplôme de MBA en Gestion des projets,SARIA Mogueldé,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=254
ARCHITECTURE DES  SYSTÈMES INFORMATIQUES,Michel MEYNARD,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=172
LEXIQUE INFORMATIQUE  POUR DEBUTANTS,Jean Boulanger,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=169
Le logiciel R. Maitriser le langage Effectuer des analyses statistiques,"Pierre Lafaye de Micheaux, Remy Drouilhet; Benoit Liquet",978-2-8178-0114-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=165
introduction à l'informatique. licence première année,philippe le parc,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=162
Glossaire des termes informatiques.informatique pratique,Dedier Fourt,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=159
"Informatique et sciences du numérique - Spécialité ISN en terminale S, avec des exercices corrigés et des idées de projets","Gilles Dowek, Jean-Pierre Archambault, Emmanuel Baccelli, Claudio Cimelli,  Albert Cohen, Christine Eisenbeis, Thierry Viéville et Beniamin Wack",978-2-2 12- 13543-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=135
S'initier à la programmation et à l'oriente objet,Claude Delannoy,978-2-212-11826-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=124
La théorie  du système général  théorie de la modélisation,Jean-Louis LE MOIGNE,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=88
Programmation Android. De la conception au déploiement  avec le SDK Google Android 2,"Damien Guignard, Julien Chable et Emmanuel Robles",-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=82
ARCHITECTURE  DES MACHINES  ET DES SYSTÈMES INFORMATIQUES. Cours et exercices corrigés,Alain Cazes et Joëlle Delacroix,978-2-10-053945-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=73
Le développement de systèmes d'information. Une méthode intégrée  à la transformation des processus,Suzanne Rivard,978-2-7605-3698-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=71
"ARCHITECTURE DE L’ORDINATEUR. Portes logiques, circuits combinatoires, arithmétique binaire, circuits séquentiels et mémoires. Exemple d’architecture.",Robert Strandh et Irène Durand,2 10 049214 4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=68
